מספר הסקר,תאריך,משיבים,כלי תקשורת,עורך משאלים,הליכוד,יהדות התורה,ש״ס,המחנה הממלכתי,יש עתיד,חדש תע״ל,ישראל ביתנו,מפלגת הדמוקרטים (עבודה-מרצ),הציונות הדתית,רע״מ,בל״ד,עוצמה יהודית,תקווה חדשה
1,2022-12-23,500,מעריב,מנחם לזר,35,8,9,10,26,0,4,4,12,4,4,,
2,2023-01-01,700,חדשות 13,קמיל פוקס,31,7,8,12,26,4,6,4,12,6,0,,
3,2023-01-27,500,מעריב,מנחם לזר,31,7,9,15,27,4,5,4,13,0,0,,
4,2023-02-03,500,חדשות 12,מנו גבע,30,7,11,14,24,5,6,0,14,5,0,,
5,2023-02-03,512,ערוץ 14,שלמה פילבר וצוריאל שרון,30,8,12,12,24,5,6,4,14,5,0,,
6,2023-02-20,902,חדשות 13,קמיל פוקס,27,7,10,14,26,5,5,4,12,6,4,,
7,2023-02-24,500,מעריב,מנחם לזר,26,7,10,19,27,5,5,5,12,0,0,,
8,2023-02-24,806,ערוץ 7,דירקט פולס,31,8,11,13,23,5,6,4,14,5,0,,
9,2023-02-27,1001,כאן חדשות,דודי חסיד,29,7,10,15,26,5,5,0,13,6,0,,
10,2023-02-28,500,חדשות 12,מנו גבע,29,7,11,14,26,5,6,0,12,6,0,,
11,2023-03-05,512,ערוץ 14,דירקט פולס,30,8,12,12,24,5,6,4,14,5,0,,
12,2023-03-05,701,חדשות 13,קמיל פוקס,28,7,9,14,27,5,6,6,12,6,0,,
13,2023-03-10,507,מעריב,מנחם לזר,27,7,10,16,25,5,6,4,12,4,0,,
14,2023-03-16,600,כאן חדשות,דודי חסיד,28,7,11,17,24,5,6,0,12,6,0,,
15,0000-00-00,993,ערוץ 14,דירקט פולס,32,7,11,15,23,5,6,0,12,5,0,,
16,2023-03-16,700,חדשות 13,קמיל פוקס,28,7,10,13,27,5,6,5,13,6,0,,
17,2023-03-17,508,מעריב,מנחם לזר,29,8,9,16,24,4,6,4,11,4,0,,
18,2023-03-17,503,חדשות 12,מנו גבע,29,7,10,17,23,5,6,0,12,6,0,,
19,2023-03-24,713,ג׳רוזלם פוסט,מנחם לזר,28,7,10,19,26,5,5,0,11,4,0,,
20,2023-03-26,700,חדשות 13,קמיל פוקס,28,7,9,18,24,5,5,4,11,5,4,,
21,2023-03-27,500,חדשות 12,מנו גבע,25,7,10,23,22,5,6,0,12,5,0,,
22,2023-03-27,600,כאן חדשות,דודי חסיד,25,7,10,21,22,5,6,4,11,5,0,,
23,2023-03-28,700,ערוץ 14,דירקט פולס,30,7,10,23,19,5,6,0,11,5,0,,
24,2023-04-07,522,מעריב,מנחם לזר,25,7,10,25,20,6,6,0,12,4,0,,
25,2023-04-09,699,חדשות 13,קמיל פוקס,20,6,9,29,21,6,5,4,11,5,4,,
26,2023-04-14,500,מעריב,מנחם לזר,26,7,9,26,19,6,6,4,9,4,0,,
27,2023-04-16,504,חדשות 12,מנו גבע,24,7,10,28,20,5,5,0,11,5,0,,
28,2023-04-16,1115,ערוץ 14,שלמה פילבר,30,8,10,29,14,5,6,0,9,5,0,,
29,2023-04-21,500,מעריב,מנחם לזר,26,7,9,27,19,6,6,0,10,4,0,,
30,2023-04-28,525,מעריב,מנחם לזר,23,7,10,28,17,6,6,4,10,5,0,,
31,0000-00-00,600,כאן חדשות,דודי חסיד,25,7,10,30,18,6,6,0,9,5,0,,
32,2023-04-30,500,ערוץ 14,דירקט פולס,31,7,11,28,14,5,6,0,9,5,0,,
33,2023-04-30,700,חדשות 13,קמיל פוקס,22,7,9,28,18,5,6,0,11,5,4,,
34,2023-05-05,517,מעריב,מנחם לזר,25,8,10,31,17,5,6,0,10,4,0,,
35,2023-05-07,500,חדשות 12,מנו גבע,24,7,10,29,18,5,6,0,11,5,0,,
36,2023-05-07,700,חדשות 13,קמיל פוקס,24,7,10,29,19,5,6,0,11,5,0,,
37,2023-05-12,500,מעריב,מנחם לזר,27,8,10,27,17,6,6,0,9,4,0,,
38,2023-05-14,622,ערוץ 14,דירקט פולס,31,7,10,27,16,4,6,0,10,5,0,,
39,2023-05-14,501,חדשות 12,מנו גבע,27,7,10,27,18,5,6,0,10,5,0,,
40,2023-05-14,605,כאן חדשות,דודי חסיד,28,7,10,26,18,5,6,0,10,5,0,,
41,2023-05-14,700,חדשות 13,קמיל פוקס,25,8,10,30,18,5,5,0,13,6,0,,
42,2023-05-19,513,מעריב,מנחם לזר,25,8,9,28,16,6,6,0,12,5,0,,
43,2023-05-24,700,חדשות 13,קמיל פוקס,25,7,9,29,18,5,4,0,9,6,4,,
44,2023-05-25,500,מעריב,מנחם לזר,27,7,9,27,18,6,6,0,11,4,0,,
45,2023-05-30,510,חדשות 12,מנו גבע,26,7,10,28,18,4,6,0,10,6,0,,
46,2023-06-02,506,מעריב,מנחם לזר,26,7,9,29,18,6,6,0,10,5,0,,
47,2023-06-08,592,ערוץ 14,דירקט פולס,31,7,10,26,15,5,7,0,10,5,0,,
48,2023-06-09,502,מעריב,מנחם לזר,26,7,9,31,18,5,6,0,9,5,0,,
49,2023-06-11,700,חדשות 13,קמיל פוקס,24,7,10,28,19,6,5,0,11,6,0,,
50,2023-06-15,700,חדשות 13,קמיל פוקס,24,7,9,28,17,6,5,0,11,5,4,,
51,2023-06-15,516,חדשות 12,מנו גבע,27,7,10,27,18,5,6,0,10,5,0,,
52,2023-06-16,512,מעריב,מנחם לזר,24,7,9,32,17,6,5,0,10,5,0,,
53,2023-06-23,500,מעריב,מנחם לזר,26,7,9,30,17,6,6,0,9,5,0,,
54,2023-06-26,516,חדשות 12,מנו גבע,27,7,10,28,18,4,6,0,10,6,0,,
55,2023-06-26,702,חדשות 13,קמיל פוקס,24,7,10,28,20,4,6,0,11,6,0,,
56,2023-06-29,779,חדשות 14,שלמה פילבר וצוריאל שרון,30,7,10,28,14,4,8,0,10,5,0,,
57,2023-06-30,513,מעריב,מנחם לזר,27,7,9,28,19,6,5,0,10,5,0,,
58,2023-07-05,701,חדשות 13,קמיל פוקס,26,7,10,26,18,4,6,0,13,6,0,,
59,2023-07-06,472,ערוץ 14,שלמה פילבר וצוריאל שרון,29,7,10,27,14,5,7,0,11,6,0,,
60,2023-07-07,517,מעריב,מנחם לזר,29,7,9,26,20,5,5,0,10,5,0,,
61,2023-07-09,501,חדשות 12,מנו גבע,28,7,10,26,20,5,6,0,9,5,0,,
62,2023-07-09,606,כאן חדשות,דודי חסיד,28,7,10,29,17,5,6,0,9,5,0,,
63,2023-07-13,697,חדשות 13,קמיל פוקס,25,7,9,27,21,4,6,0,10,7,0,,
64,2023-07-13,500,ערוץ 14,דיירקט פולס,30,7,9,28,14,5,7,0,11,5,0,,
65,2023-07-14,516,מעריב,מנחם לזר,28,7,9,26,18,6,6,0,10,5,0,,
66,2023-07-20,500,חדשות 13,קמיל פוקס,26,7,9,29,21,5,6,0,11,6,0,,
67,2023-07-21,525,מעריב,מנחם לזר,28,7,9,29,17,5,5,0,10,5,0,,
68,2023-07-23,602,כאן חדשות,דודי חסיד,27,7,9,30,17,5,5,0,10,5,0,,
69,2023-07-24,1143,ערוץ 14,שלמה פילבר,31,7,9,28,14,5,7,0,10,5,0,,
70,2023-07-25,501,חדשות 12,מנו גבע,28,7,10,28,19,5,6,0,8,5,0,,
71,2023-07-25,711,חדשות 13,קמיל פוקס,25,7,10,30,17,5,6,0,10,6,0,,
72,2023-07-28,500,ישראל היום,"יצחק כ""ץ",27,7,10,28,21,4,4,0,9,5,0,,
73,2023-07-28,504,מעריב,מנחם לזר,28,7,9,30,16,4,5,0,10,6,0,,
74,2023-08-03,720,ערוץ 14,שלמה פילבר,30,7,10,25,16,5,7,0,10,5,0,,
75,2023-08-04,507,מעריב,מנחם לזר,27,7,9,30,16,5,5,0,10,6,0,,
76,2023-08-04,500,חדשות 12,מנו גבע,26,7,10,28,20,5,6,0,9,5,0,,
77,2023-08-11,511,מעריב,מנחם לזר,28,7,9,29,16,5,6,0,10,5,0,,
78,2023-08-18,511,מעריב,מנחם לזר,28,7,10,31,15,5,5,0,10,5,0,,
79,2023-08-25,608,מעריב,מנחם לזר,27,7,10,30,16,6,5,0,10,5,0,,
80,2023-09-01,512,מעריב,מנחם לזר,27,7,10,31,17,5,5,0,9,5,0,,
81,2023-08-31,523,ערוץ 14,שלמה פילבר וצוריאל שרון,31,6,10,26,15,5,8,0,10,5,0,,
82,2023-09-04,702,חדשות 13,קמיל פוקס,25,7,10,26,20,5,6,0,11,6,0,,
83,2023-09-06,927,ערוץ 14,שלמה פילבר וצוריאל שרון,30,7,10,28,15,4,7,0,11,4,0,,
84,2023-09-08,517,מעריב,מנחם לזר,26,7,10,30,17,5,5,0,10,6,0,,
85,2023-09-10,505,חדשות 12,מנו גבע,26,7,10,29,18,5,6,0,9,5,0,,
86,2023-09-13,697,חדשות 13,קמיל פוקס,25,7,10,28,18,5,6,0,11,6,0,,
87,2023-09-15,525,מעריב,מנחם לזר,27,7,9,31,16,5,6,0,10,5,0,,
88,2023-09-14,683,ערוץ 14,דירקט פולס,30,7,10,28,16,4,7,0,9,5,0,,
89,2023-09-22,809,עכשיו 14,דירקט פולס,31,7,10,27,16,4,6,0,10,5,0,,
90,2023-09-22,507,מעריב,מנחם לזר,26,7,10,31,16,5,6,0,10,5,0,,
91,2023-09-26,601,כאן חדשות,דודי חסיד,27,7,10,30,18,5,5,0,9,5,0,,
92,2023-09-26,702,חדשות 13,קמיל פוקס,26,7,10,27,16,5,6,0,10,5,4,,
93,2023-09-26,500,חדשות 12,מנו גבע,28,7,10,27,18,5,6,0,9,5,0,,
94,2023-09-29,505,מעריב,מנחם לזר,28,7,10,28,17,5,6,0,9,5,0,,
95,2023-10-06,501,מעריב,מנחם לזר,28,7,10,29,16,5,6,0,10,5,0,,
96,2023-10-13,600,מעריב,מנחם לזר,19,7,7,41,15,5,6,0,9,5,0,,
97,2023-10-20,510,מעריב,מנחם לזר,18,7,8,40,15,5,7,0,10,4,0,,
98,2023-10-27,522,מעריב,מנחם לזר,19,7,8,36,17,5,8,0,9,5,0,,
99,2023-11-03,515,מעריב,מנחם לזר,18,7,8,39,15,5,8,0,9,5,0,,
100,2023-11-10,515,מעריב,מנחם לזר,18,7,9,40,14,5,9,0,9,5,0,,
101,2023-11-16,502,חדשות 12,מנו גבע,17,7,10,36,15,5,9,0,11,5,0,,
102,2023-11-17,500,מעריב,מנחם לזר,17,7,8,42,14,5,8,0,10,5,0,,
103,2023-11-24,500,מעריב,מנחם לזר,18,7,9,43,13,5,8,0,7,5,0,,
104,2023-12-01,603,מעריב,מנחם לזר,20,7,9,40,14,5,10,0,7,4,0,,
105,2023-12-08,505,מעריב,מנחם לזר,18,7,9,38,15,5,10,0,10,4,0,,
110,2023-12-11,500,חדשות 13,קמיל פוקס,18,7,9,37,15,5,8,0,5,5,0,7.0,
111,2023-12-15,510,מעריב,מנחם לזר,17,7,8,39,14,5,9,0,4,5,0,7.0,
112,2023-12-18,504,חדשות 12,מנו גבע,18,7,11,37,15,5,9,0,0,5,0,8.0,
113,2023-12-21,500,ערוץ 14,דירקט פולס,27,7,10,28,14,5,11,0,4,6,0,8.0,
114,2023-12-22,502,מעריב,מנחם לזר,18,7,9,38,13,5,10,0,4,5,0,7.0,
115,2023-12-28,700,חדשות 13,קמיל פוקס,16,7,9,38,15,4,8,0,5,6,0,8.0,
116,2023-12-29,502,מעריב,מנחם לזר,17,7,9,38,13,5,11,0,4,5,0,7.0,
117,2024-01-05,519,מעריב,מנחם לזר,19,6,9,36,14,5,10,0,4,5,0,8.0,
118,2024-01-06,500,ערוץ 14,דיירקט פולס,25,8,9,27,14,4,10,0,5,5,0,9.0,
119,2024-01-07,600,כאן חדשות,דודי חסיד,20,7,10,33,14,5,10,0,4,5,0,8.0,
120,2024-01-11,511,חדשות 12,מנו גבע,18,7,11,35,14,5,9,0,4,5,0,8.0,
121,2024-01-12,515,מעריב,מנחם לזר,16,7,9,39,13,5,10,0,4,5,0,8.0,
122,2024-01-14,500,ערוץ 14,דיירקט פולס,26,8,10,29,14,4,9,0,4,4,0,8.0,
123,2024-01-19,512,מעריב,מנחם לזר,16,6,9,39,13,5,10,0,4,5,0,9.0,
124,2024-01-21,602,חדשות 13,קמיל פוקס,16,7,9,37,14,5,9,0,6,5,0,8.0,
125,2024-01-25,500,ערוץ 14,דיירקט פולס,27,7,10,26,12,5,11,0,4,5,0,9.0,
126,2024-01-26,513,מעריב,מנחם לזר,16,7,9,40,13,5,9,0,4,5,0,8.0,
127,2024-01-30,503,חדשות 12,מנו גבע,18,7,10,37,14,5,8,0,4,5,0,8.0,
128,2024-02-02,500,ישראל היום,"יצחק כ\""ץ",19,7,10,34,15,4,9,0,5,5,0,8.0,
129,2024-02-02,511,מעריב,מנחם לזר,18,6,9,38,12,5,10,0,4,5,0,9.0,
130,2024-02-09,514,מעריב,מנחם לזר,17,7,9,36,12,5,10,0,5,5,0,10.0,
131,2024-02-11,500,חדשות 13,קמיל פוקס,18,7,9,37,13,4,10,0,6,4,0,8.0,
132,2024-02-11,510,חדשות 12,מנו גבע,18,7,11,37,15,5,9,0,0,5,0,9.0,
133,2024-02-13,500,ערוץ 14,דיירקט פולס,28,8,9,26,12,4,9,0,5,6,0,9.0,
134,2024-02-16,515,מעריב,מנחם לזר,18,7,9,40,12,5,10,0,0,5,0,10.0,
135,2024-02-23,508,מעריב,מנחם לזר,18,6,10,39,13,5,10,0,0,4,0,10.0,
136,2024-03-01,511,מעריב,מנחם לזר,18,6,10,41,12,5,10,0,0,4,0,9.0,
137,2024-03-02,20839,ערוץ 14,שלמה פילבר וצוריאל שרון,24,8,10,27,10,0,11,0,5,5,4,10.0,
138,2024-03-03,700,חדשות 13,קמיל פוקס,17,7,9,39,12,4,9,0,5,5,0,9.0,
139,2024-03-08,510,מעריב,מנחם לזר,18,6,10,40,10,5,9,0,4,5,0,9.0,
140,2024-03-12,503,חדשות 12,מנו גבע,19,7,11,35,14,5,10,0,0,5,0,9.0,
141,2024-03-13,553,כאן חדשות,דודי חסיד,21,7,10,30,14,5,11,0,0,5,0,8.0,5.0
142,2024-03-13,500,חדשות 12,מנו גבע,18,7,11,33,13,5,11,0,0,5,0,8.0,5.0
143,2024-03-13,500,חדשות 13,קמיל פוקס,17,7,9,34,14,4,8,0,4,4,0,9.0,6.0
144,2024-03-13,500,ערוץ 14,שלמה פילבר וצוריאל שרון,25,8,10,22,12,4,9,0,4,6,0,9.0,6.0
145,2024-03-15,601,מעריב,מנחם לזר,18,6,10,36,11,5,9,0,4,4,0,9.0,4.0
146,2024-03-22,500,מעריב,מנחם לזר,17,6,10,35,12,5,10,0,5,5,0,10.0,0.0
147,2024-03-29,500,מעריב,מנחם לזר,19,7,10,33,12,5,10,0,0,5,0,10.0,4.0
148,2024-03-31,589,ערוץ 14,שלמה פילבר וצוריאל שרון,24,8,10,22,13,4,8,5,6,6,0,10.0,0.0
149,2024-04-05,528,מעריב,מנחם לזר,17,6,9,32,15,5,11,0,4,4,0,9.0,4.0
150,2024-04-07,500,חדשות 12,מנו גבע,19,8,11,32,15,5,11,0,0,5,0,9.0,0.0
151,2024-04-07,601,כאן חדשות,דודי חסיד,21,7,10,30,14,5,10,0,0,5,0,10.0,4.0
152,2024-04-07,587,ערוץ 14,שלמה פילבר וצוריאל שרון,22,8,10,23,11,4,8,4,5,6,0,10.0,4.0
153,2024-04-07,587,ערוץ 14,שלמה פילבר וצוריאל שרון,22,8,10,23,11,4,8,4,5,6,0,10.0,4.0
